millisecond,x,y,minute,second,zone_played
93000,59.75647911303983,60.38546261393792,1,93,middle
93000,63.22224145247933,42.0449295990757,1,93,middle
93000,47.856457853119146,69.402781531221,1,93,middle
93000,51.31353481665326,7.022357039774235,1,93,defensive
93000,69.31896703219981,90.12816652136068,1,93,attacking
93000,55.67216445062493,25.613422171500645,1,93,defensive
93000,26.2569132362097,92.28750700898068,1,93,attacking
93000,57.44202836813195,28.42012222672399,1,93,defensive
94000,22.08588683417313,16.283818287623816,1,94,defensive
94000,34.866823565778134,55.311456404316885,1,94,middle
94000,41.32641767118948,8.738711563739827,1,94,defensive
94000,25.917353649841854,39.374451461085215,1,94,defensive
94000,42.415183020123386,25.933925163531086,1,94,defensive
94000,53.167563000215424,33.2366182384107,1,94,defensive
94000,58.600458686706645,41.98879722709522,1,94,middle
94000,46.35041278350195,66.25368486774327,1,94,middle
94000,45.63423097704834,107.78187217740481,1,94,attacking
94000,56.82499387783907,56.11055076976815,1,94,middle
94000,25.973966146034616,90.14550764111473,1,94,attacking
94000,66.3461186373474,91.06953318951223,1,94,attacking
94000,56.2097124399134,35.13221260350842,1,94,defensive
94000,55.00024832597021,33.60076365186808,1,94,defensive
95000,39.772480986142995,9.461897802167499,1,95,defensive
95000,20.377659350275795,13.942631360495298,1,95,defensive
95000,34.934171843429844,55.32162937853586,1,95,middle
95000,23.519923613516916,26.518581559080147,1,95,defensive
95000,45.051618446654416,62.152645806243136,1,95,middle
95000,26.072785042258204,90.15392930704957,1,95,attacking
95000,46.04878126176749,20.869467430601375,1,95,defensive
95000,45.63423097704834,107.78187217740481,1,95,attacking
95000,55.1229042962806,54.05033342596148,1,95,middle
95000,57.30240995187857,34.21610188247257,1,95,defensive
95000,63.92911654801132,90.85164238183017,1,95,attacking
95000,60.288994288696856,32.980682860328784,1,95,defensive
95000,63.31039113885286,43.05615400878341,1,95,middle
95000,60.069081635917954,34.92292447553733,1,95,defensive
95000,62.56648891446102,39.112759844922095,1,95,defensive
96000,35.27970068406073,49.98689997645407,1,96,middle
96000,38.21574385541623,7.2534392263923735,1,96,defensive
96000,44.69028994418234,58.1474218617974,1,96,middle
96000,26.08171007595557,12.281639899961604,1,96,defensive
96000,53.90786591962041,50.226118732309615,1,96,middle
96000,25.868867328039883,87.42052172978461,1,96,attacking
96000,45.63423097704834,107.78187217740481,1,96,attacking
96000,60.938724315165025,86.9730964032704,1,96,attacking
96000,58.02307424666353,23.496638022650757,1,96,defensive
96000,58.16618101522231,17.832879879682395,1,96,defensive
96000,54.48335528786402,14.65586184123535,1,96,defensive
96000,24.212827547398327,22.561122624812896,1,96,defensive
96000,55.38116663388246,17.350939751403033,1,96,defensive
96000,65.58203633924998,33.329921789321176,1,96,defensive
97000,34.99145449381868,45.195628234472224,1,97,middle
97000,31.512249127492385,12.026835857980544,1,97,defensive
97000,52.76776054591715,12.23530942395901,1,97,defensive
97000,52.13909377649905,45.1830206249642,1,97,middle
97000,43.83176472361846,55.033392092102076,1,97,middle
97000,56.29993472237676,15.438520155813265,1,97,defensive
97000,45.63423097704834,107.78187217740481,1,97,attacking
97000,24.64921331983058,85.34705870290901,1,97,attacking
97000,37.71024343864329,5.573875752426886,1,97,defensive
97000,59.37151325130759,88.60113883120253,1,97,attacking
97000,36.96275078547911,15.297175548715686,1,97,defensive
97000,55.04107447464356,9.810629892586704,1,97,defensive
97000,37.31166590194842,7.095513757400525,1,97,defensive
98000,34.58562065175575,41.622859777254064,1,98,middle
98000,44.499713180383864,8.593656174231413,1,98,defensive
98000,42.471511477451585,53.24979095030112,1,98,middle
98000,49.94587880757877,41.65829322393313,1,98,middle
98000,40.786255636725606,6.216510860473022,1,98,defensive
98000,22.896831106815824,83.27656430196208,1,98,attacking
98000,57.08366008320147,87.78417840604644,1,98,attacking
98000,37.1613338947724,3.5119297270580887,1,98,defensive
98000,45.11210541048408,107.75312718975405,1,98,attacking
98000,41.05404659061202,10.034145703362256,1,98,defensive
98000,55.06448992854079,9.709940979609797,1,98,defensive
99000,34.38059784882999,39.27803447322516,1,99,defensive
99000,48.839964612197015,39.988558798011965,1,99,defensive
99000,39.71329882584741,7.1408667590119705,1,99,defensive
99000,20.812456280309412,81.83228705956554,1,99,attacking
99000,41.86275849530355,4.678110979828986,1,99,defensive
99000,55.230133405759545,88.21302266844003,1,99,attacking
99000,40.10513043950895,51.65636288171103,1,99,middle
99000,43.99294790304217,105.98229883253185,1,99,attacking
99000,55.71512976699701,11.191638294878516,1,99,defensive
99000,40.438152693884646,17.015747491438972,1,99,defensive
100000,42.519700446067226,4.889806591022705,1,100,defensive
100000,34.02333021449969,39.663467106756414,1,100,defensive
100000,36.732253246888064,5.445681796165758,1,100,defensive
100000,46.9733055753764,40.47904277652505,1,100,middle
100000,52.681465988377795,86.76538762049613,1,100,attacking
100000,35.82026214817789,16.076231689148443,1,100,defensive
100000,18.52620526892371,82.22510958050765,1,100,attacking
100000,37.524752745763344,51.54840626562216,1,100,middle
100000,42.486028526295,104.22350789142286,1,100,attacking
100000,55.597688572715654,10.766509340240148,1,100,defensive
101000,44.40874973400828,40.223596135638715,1,101,middle
101000,36.025875219369055,8.771493158598474,1,101,defensive
101000,44.18897910066167,5.8481840287868465,1,101,defensive
101000,45.223927960975836,5.5118423313442975,1,101,defensive
101000,36.49360734336994,54.88730492406967,1,101,middle
101000,34.1437671311807,22.110054396053897,1,101,defensive
101000,17.292930709537266,84.65764510976436,1,101,attacking
101000,40.745642517200686,104.9495496221691,1,101,attacking
101000,32.235372133698704,41.44876977805306,1,101,middle
101000,50.13950011295677,85.92373239093035,1,101,attacking
101000,55.275881415382855,10.191338066560746,1,101,defensive
101000,57.66749309309156,15.05533209310613,1,101,defensive
102000,41.798991770209675,5.007121619337923,1,102,defensive
102000,45.44313051659333,8.357315537416468,1,102,defensive
102000,37.37722118426759,14.054642685169668,1,102,defensive
102000,29.963456208758803,39.85825603125882,1,102,defensive
102000,41.38894172625092,37.79365815406959,1,102,defensive
102000,48.061272065003735,87.54117646226959,1,102,attacking
102000,35.60763686751788,33.96702692650629,1,102,defensive
102000,36.20846339010177,58.306139266059844,1,102,middle
102000,16.903943922628592,87.29087061262557,1,102,attacking
102000,39.59651447144036,104.88077343792536,1,102,attacking
102000,56.096678286140005,11.631203098163923,1,102,defensive
103000,46.84353975723748,11.080360075997504,1,103,defensive
103000,27.790439065973143,40.66688982271256,1,103,middle
103000,36.35790777582604,60.92604215499729,1,103,middle
103000,39.16726961358745,103.19475682284055,1,103,attacking
103000,16.496607781258565,90.04831681936169,1,103,attacking
103000,38.51830294156778,12.979565665929186,1,103,defensive
103000,45.99241729958122,87.9695003100568,1,103,attacking
103000,38.65478361598922,35.8879994230186,1,103,defensive
103000,37.96180867239167,16.749313314341038,1,103,defensive
103000,39.27684204369902,50.33733359636898,1,103,middle
103000,55.24916400968512,10.130490285711858,1,103,defensive
104000,48.04127839180302,15.661936409011943,1,104,defensive
104000,25.133342031098955,41.95106490545919,1,104,middle
104000,34.945497893154204,19.65039395244287,1,104,defensive
104000,39.11360845872177,22.547682351934625,1,104,defensive
104000,42.22760641683183,50.81425059236051,1,104,middle
104000,39.0508403077611,100.77275177001069,1,104,attacking
104000,16.62319813365385,92.23890933543197,1,104,attacking
104000,45.21500292727846,89.80868625716542,1,104,attacking
104000,36.78208431518944,65.39303224237179,1,104,middle
104000,35.43078716947075,34.50377802620034,1,104,defensive
104000,55.274607678599594,10.136699058233404,1,104,defensive
105000,48.3261738110647,20.644060025865173,1,105,defensive
105000,40.03189279352487,28.134183815247155,1,105,defensive
105000,33.683761751917324,27.607967717324357,1,105,defensive
105000,71.08004349733447,47.61666033825534,1,105,middle
105000,44.38889808023984,55.76391843915215,1,105,middle
105000,23.719705011770067,42.74895552929914,1,105,middle
105000,54.664674159920736,10.26163476652404,1,105,defensive
105000,39.142966538238475,99.2181941471741,1,105,attacking
105000,45.50216178124211,93.16397118769785,1,105,attacking
105000,16.25118266890268,93.70615722602045,1,105,attacking
105000,37.79183360248836,71.31686645355123,1,105,middle
105000,31.615590455012644,45.69347947367416,1,105,middle
106000,40.540215846514386,32.57230673067201,1,106,defensive
106000,31.314207467284664,28.89445072571675,1,106,defensive
106000,47.67800599835161,24.136657481631687,1,106,defensive
106000,23.060388673622967,45.94888991180528,1,106,middle
106000,52.187225049720325,12.483388804156533,1,106,defensive
106000,33.4854404909523,34.327678774084205,1,106,defensive
106000,69.40391240513252,49.59739453295971,1,106,middle
106000,46.39660904195841,60.50604494091244,1,106,middle
106000,15.680153598454119,92.1634356414711,1,106,attacking
106000,37.93546406770366,74.75643592359805,1,106,middle
106000,39.03844023608012,98.44439645693816,1,106,attacking
106000,45.8659534332428,94.57915046558016,1,106,attacking
106000,40.58185416881608,4.360386549262259,1,106,defensive
106000,38.67344141890505,76.37924705339978,1,106,middle
107000,32.26615040753821,39.80492032211967,1,107,defensive
107000,48.97620119071921,15.31648971862964,1,107,defensive
107000,40.794932136416485,36.880452704140765,1,107,defensive
107000,22.2675430023815,49.124885222417134,1,107,middle
107000,67.92027977717207,51.53613353159999,1,107,middle
107000,31.025477523351412,23.9756457277567,1,107,defensive
107000,53.62277522363935,7.6428813150650825,1,107,defensive
107000,46.03720667803664,27.779559726414647,1,107,defensive
107000,48.50207375415845,65.33484536403213,1,107,middle
107000,15.330632680343978,92.88082943906235,1,107,attacking
107000,37.431685636547115,76.2390699851583,1,107,middle
107000,39.254141125070454,100.78646582622537,1,107,attacking
107000,45.09643001564613,95.9373058786345,1,107,attacking
108000,46.22816955716662,18.79083193507263,1,108,defensive
108000,31.1111773745181,44.536520872797524,1,108,middle
108000,31.28415704303559,20.630284877501055,1,108,defensive
108000,53.36038988439411,7.530073529775706,1,108,defensive
108000,65.91786791552046,51.96519048518056,1,108,middle
108000,21.333243757535158,52.92080746285859,1,108,middle
108000,40.924613630517506,41.81030859313407,1,108,middle
108000,42.95831858645063,30.25307677458906,1,108,defensive
108000,51.16593668354863,67.30468705475738,1,108,middle
108000,15.470155677291297,92.14663303770106,1,108,attacking
108000,44.499690989847565,97.3463057987339,1,108,attacking
108000,37.84624035937352,76.28586657163444,1,108,middle
108000,39.355733838330764,100.79331719765219,1,108,attacking
108000,38.7701655285025,80.16151180443158,1,108,attacking
109000,43.430080511842476,22.28736644047015,1,109,defensive
109000,30.839258980881038,18.644681412218574,1,109,defensive
109000,64.08845347481538,50.89089182517746,1,109,middle
109000,53.252313096428736,8.436400456211288,1,109,defensive
109000,20.97140487272833,56.455092391269766,1,109,middle
109000,29.96931894844763,48.83300955908297,1,109,middle
109000,54.46737366362523,70.24956397599587,1,109,middle
109000,41.396823804742475,46.8059358376872,1,109,middle
109000,43.85447008035429,98.039706220298,1,109,attacking
109000,39.48604554366252,31.850912528628115,1,109,defensive
109000,15.964145862888643,92.93068515835523,1,109,attacking
109000,39.779027194349666,102.4194906583457,1,109,attacking
109000,37.99919972604673,80.07990174345964,1,109,attacking
109000,39.247541659576676,86.71517439899537,1,109,attacking
110000,54.78827544707724,12.845063379569623,1,110,defensive
110000,63.927536581827205,50.86379406288957,1,110,middle
110000,56.81337047492838,70.12476855338174,1,110,middle
110000,31.73743425169469,18.613746157876534,1,110,defensive
110000,41.56517896549634,26.164029875758075,1,110,defensive
110000,21.04024435441898,59.15961016986304,1,110,middle
110000,41.68914417744807,51.01931204865876,1,110,middle
110000,38.43055268484755,84.78597482635757,1,110,attacking
110000,40.30389551119985,103.2663070432036,1,110,attacking
110000,28.85187011230034,53.38746097774309,1,110,middle
110000,43.426627664395156,99.51962281254397,1,110,attacking
110000,35.845847836524655,33.084738629541874,1,110,defensive
110000,17.391960415855642,94.55462762425782,1,110,attacking
111000,58.23931658473944,72.46879739679562,1,111,middle
111000,55.41728838886152,15.017065780830492,1,111,defensive
111000,63.87387986506879,50.85476147546025,1,111,middle
111000,29.977831238169934,1.7300844188856814,1,111,defensive
111000,32.19396459297445,21.070818104488794,1,111,defensive
111000,40.20304396185175,32.33386633405385,1,111,defensive
111000,41.81765401123276,54.08519667924571,1,111,middle
111000,28.01164320796434,57.47763468733052,1,111,middle
111000,39.974326104271476,101.62863920772533,1,111,attacking
111000,38.61733042883253,88.56979177051979,1,111,attacking
111000,43.28801226038226,101.05856799718863,1,111,attacking
111000,20.953991958898577,63.28943042176917,1,111,middle
111000,31.93935925575382,34.622966547098585,1,111,defensive
111000,19.273600283728197,96.24014192611385,1,111,attacking
112000,55.991872383224354,18.142694008231885,1,112,defensive
112000,32.989721662577665,25.66382545746636,1,112,defensive
112000,31.246881380169253,2.094646164028177,1,112,defensive
112000,63.96060048090498,51.123928960577885,1,112,middle
112000,58.91726409715882,74.81389422148874,1,112,middle
112000,27.106309270142305,35.984579323277174,1,112,defensive
112000,41.85170760822924,58.0724142783101,1,112,middle
112000,20.308544705935105,64.52081283670506,1,112,middle
112000,38.923142647604756,37.74599722681239,1,112,defensive
112000,39.09851445593472,91.94534119329089,1,112,attacking
112000,40.32834948219563,104.92457424640642,1,112,attacking
112000,43.357752677846435,100.28430645915134,1,112,attacking
112000,21.71419313219822,95.64636922426405,1,112,attacking
112000,27.130452573629967,61.610133943123486,1,112,middle
112000,39.68878715945727,94.0848018429465,1,112,attacking
113000,32.054874311484866,2.2949922114580374,1,113,defensive
113000,33.47594294141855,26.800999252611092,1,113,defensive
113000,55.62251534472117,19.51526716855564,1,113,defensive
113000,63.96060048090498,51.123928960577885,1,113,middle
113000,59.01222184006728,75.29037678441753,1,113,middle
113000,22.66508646008507,39.036408234146975,1,113,defensive
113000,20.232566528718735,64.06783038726341,1,113,middle
113000,42.06882869154238,61.73180235275484,1,113,middle
113000,44.117494507044796,99.56823632479811,1,113,attacking
113000,39.889846732600944,94.81354972964603,1,113,attacking
113000,25.461380291023058,66.53422906869119,1,113,middle
113000,21.942025587380375,98.8083404925696,1,113,attacking
113000,37.17945912481718,41.843696584142776,1,113,middle
114000,55.82583835256682,19.829063600180177,1,114,defensive
114000,31.903716816358706,4.8948387739993535,1,114,defensive
114000,32.86198849756325,28.874014270390745,1,114,defensive
114000,19.635896293582682,42.31836900931019,1,114,middle
114000,64.17587531159847,51.1600683609839,1,114,middle
114000,59.08608969728212,75.29920120600428,1,114,middle
114000,20.232566528718735,64.06783038726341,1,114,middle
114000,36.29272529451661,47.57155170524169,1,114,middle
114000,41.988814055774164,66.92501065930733,1,114,middle
114000,40.00559700801671,96.2729393596779,1,114,attacking
114000,22.365112571411746,98.03758383377279,1,114,attacking
114000,45.00109503362068,95.92993182992907,1,114,attacking
114000,24.691825806675574,69.71701692125265,1,114,middle
115000,55.894149699493674,19.934486023403096,1,115,defensive
115000,31.872015416209372,7.852115138903315,1,115,defensive
115000,59.528835277416164,75.35208890604748,1,115,middle
115000,32.89368545960532,29.0438504458525,1,115,defensive
115000,64.62202048189273,52.5338814656742,1,115,middle
115000,20.06221643875206,64.93589100142336,1,115,middle
115000,17.391916034783055,45.60103573820034,1,115,middle
115000,23.518740857932453,69.09070020512539,1,115,middle
115000,41.32883643964551,69.45482299186074,1,115,middle
115000,23.719789335807985,96.56564768638232,1,115,attacking
115000,44.90654559658002,92.4328203431201,1,115,attacking
115000,37.29796546484063,54.35142269050108,1,115,middle
115000,39.41236852505982,95.49765056846104,1,115,attacking
116000,56.05459171500517,19.880652526379578,1,116,defensive
116000,32.06330227716926,10.373048745737165,1,116,defensive
116000,33.42277885456585,27.400598335380337,1,116,defensive
116000,59.60255667709146,75.36089070091222,1,116,middle
116000,21.018415523866764,71.76522852635695,1,116,middle
116000,16.731017511398203,49.20531869384419,1,116,middle
116000,64.76795432477533,52.823403949918585,1,116,middle
116000,19.752059312973508,64.00472445955721,1,116,middle
116000,44.15891980019808,90.36741242928265,1,116,attacking
116000,40.82122792192465,73.60360443681735,1,116,middle
116000,24.558627112571997,96.62705887260944,1,116,attacking
116000,38.550798762916436,57.9358801123134,1,116,middle
116000,39.142966538238475,99.2181941471741,1,116,attacking
117000,32.14661886473799,11.344504428827292,1,117,defensive
117000,33.28691507705338,25.87075135565884,1,117,defensive
117000,56.65287964023704,18.965691242822203,1,117,defensive
117000,59.826006501355586,76.80771118686349,1,117,middle
117000,64.71310819527156,52.81436231180048,1,117,middle
117000,18.696777264253324,64.31043410073275,1,117,middle
117000,16.783799921026656,50.86342298464848,1,117,middle
117000,43.02245367444699,87.06894772308004,1,117,attacking
117000,19.033747215035685,71.53179316064902,1,117,middle
117000,39.06417682007368,62.85534128521195,1,117,middle
117000,24.578716205078777,97.40623040932448,1,117,attacking
117000,39.74482713981365,99.26054458277386,1,117,attacking
117000,40.442808268399084,70.70855608280532,1,117,middle
117000,39.509722845888014,95.50518074154839,1,117,attacking
118000,32.88643359234451,25.788652557491318,1,118,defensive
118000,31.825109060591522,10.788312449575997,1,118,defensive
118000,57.97368255098078,18.761715869180776,1,118,defensive
118000,64.73134881610507,52.55195569122162,1,118,middle
118000,59.62652245628877,77.26727348706777,1,118,middle
118000,16.057219629265763,51.08959064724445,1,118,middle
118000,42.962339511627064,83.44762232041276,1,118,attacking
118000,39.96770001013414,119.84545609461364,1,118,attacking
118000,18.158117529096543,63.354658736000594,1,118,middle
118000,24.684014737900156,97.41378999715045,1,118,attacking
118000,18.21017208913456,69.91483330116097,1,118,middle
118000,39.14266474694488,63.66006970444551,1,118,middle
118000,38.33967356250989,92.57202446231484,1,118,attacking
119000,31.640865475851292,10.666282012392372,1,119,defensive
119000,32.91775331526959,26.386857834184312,1,119,defensive
119000,59.72703227137794,77.76640539873588,1,119,middle
119000,66.27396388953446,53.60667771133535,1,119,middle
119000,16.077566131993557,50.754543198301306,1,119,middle
119000,43.739105920270035,83.52569808740562,1,119,attacking
119000,18.39877389520289,63.38645380577929,1,119,middle
119000,24.473377729292075,97.39866629615409,1,119,attacking
119000,38.34538540655191,63.55106320845504,1,119,middle
119000,39.96770001013414,119.84545609461364,1,119,attacking
119000,18.08387021371109,68.42219822846909,1,119,middle
119000,58.83949514366354,18.30671964147959,1,119,defensive
119000,38.78985741040963,65.65986917512164,1,119,middle
120000,30.93439868618711,24.95112896736589,2,120,defensive
120000,60.781659699277455,77.88748551359477,2,120,middle
120000,68.13449833833798,53.91138725139773,2,120,middle
120000,15.501830448797078,47.73438264756689,2,120,middle
120000,32.47243807103271,9.265570260567912,2,120,defensive
120000,36.62497975633654,65.79447101905807,2,120,middle
120000,23.719789335807985,96.56564768638232,2,120,attacking
120000,17.806306547640883,64.19420062972995,2,120,middle
120000,44.70501558406691,82.47178157859568,2,120,attacking
120000,38.433566159676246,89.86527116358626,2,120,attacking
120000,39.431998273465325,63.69963026522054,2,120,middle
120000,17.610257597592348,69.84263595654821,2,120,middle
121000,25.423305768850142,25.317075467895876,2,121,defensive
121000,32.42628619364885,7.378646455347223,2,121,defensive
121000,70.54749725492664,56.509143104824645,2,121,middle
121000,12.734475296239845,44.83826178693123,2,121,middle
121000,61.22839513783714,74.63338728392364,2,121,middle
121000,16.098527312576685,67.21261439752463,2,121,middle
121000,35.34550006227913,61.16775890096354,2,121,middle
121000,46.05055650467099,84.93065008693611,2,121,attacking
121000,22.54614296649663,94.94627129298281,2,121,attacking
121000,37.07335729458196,85.88558373760921,2,121,attacking
121000,13.868458300979647,65.04930518286281,2,121,middle
121000,43.24152752495398,67.0895250297506,2,121,middle
122000,24.176816745100737,24.452979055433346,2,122,defensive
122000,32.976061168435194,7.642591693023263,2,122,defensive
122000,7.7235947908770095,42.832991174871324,2,122,middle
122000,61.82254230899659,71.19167732597398,2,122,middle
122000,70.53700556936693,60.701078234012634,2,122,middle
122000,35.13972721922664,83.25657133038762,2,122,attacking
122000,13.809644503586538,61.47117419252653,2,122,middle
122000,21.188091021530102,94.08802162548957,2,122,attacking
122000,33.93230463462248,57.61345384891148,2,122,middle
122000,47.56270840987624,85.67334961043147,2,122,attacking
122000,9.848103421324403,65.95171768638939,2,122,middle
122000,48.241361581349764,72.59302715135934,2,122,middle
123000,27.5933471607188,26.066237183199377,2,123,defensive
123000,32.33633907383553,7.357169170808405,2,123,defensive
123000,4.202144191081377,42.24891402340593,2,123,middle
123000,62.50760854545903,68.01865969197961,2,123,middle
123000,33.58817823588537,79.61297218256654,2,123,middle
123000,69.65237540190702,65.26652623957315,2,123,middle
123000,52.502849923641676,78.44965094745862,2,123,middle
123000,33.10165960385815,53.053816385565,2,123,middle
123000,49.763090922019416,84.71028844120977,2,123,attacking
123000,19.52713381804584,93.21108002293784,2,123,attacking
123000,10.48716645699615,56.8770445541369,2,123,middle
123000,2.082237877861319,82.56560101876816,2,123,attacking
124000,32.92316780612528,6.975718840352215,2,124,defensive
124000,63.72497249032281,63.3604104487374,2,124,middle
124000,9.948464559820408,51.90211623488517,2,124,middle
124000,4.882737924953798,42.36180326489456,2,124,middle
124000,8.138242713955846,67.69539171451865,2,124,middle
124000,31.197782599565574,27.895200377300597,2,124,defensive
124000,69.18521135563526,70.49663420439143,2,124,middle
124000,20.562710670537122,94.03965021916102,2,124,attacking
124000,52.136240073531674,84.3697200720944,2,124,attacking
124000,53.96069714842871,85.70818571164929,2,124,attacking
124000,35.16576115640654,49.67288632829819,2,124,middle
124000,34.94793441403927,75.43755456045118,2,124,middle
125000,34.32978152071718,7.636328616368871,2,125,defensive
125000,23.558570651526214,93.52833834303101,2,125,attacking
125000,10.36198298460189,68.46625245623673,2,125,middle
125000,67.51383791441468,60.563770234122934,2,125,middle
125000,7.15024015222486,46.08496701801724,2,125,middle
125000,53.8668311799059,87.47896202741086,2,125,attacking
125000,11.79274000268145,52.17961035370517,2,125,middle
125000,41.79828167304827,118.87564537421416,2,125,attacking
125000,73.34137453646224,71.04244956892559,2,125,middle
125000,36.50863921265536,28.024643328617074,2,125,defensive
125000,37.59763090505947,44.608256632281126,2,125,middle
125000,51.35064183144377,91.64922980759508,2,125,attacking
125000,38.342762485161984,76.86494774287843,2,125,middle
126000,11.692640712513711,50.41935093833723,2,126,middle
126000,36.10387939254905,6.622696723438537,2,126,defensive
126000,68.74732106484228,52.95456653210837,2,126,middle
126000,41.02616196270523,29.865698242964328,2,126,defensive
126000,39.229083571487486,41.508359513157785,2,126,middle
126000,76.38337751862066,68.751702130518,2,126,middle
126000,26.509219633870295,96.00410675004613,2,126,attacking
126000,42.514454603287376,119.92675843216615,2,126,attacking
126000,15.02719706800882,55.591738135289404,2,126,middle
126000,53.57098251192959,92.49688111849544,2,126,attacking
126000,11.016898939401932,72.71293520201775,2,126,middle
126000,46.84203080076949,91.25941211533689,2,126,attacking
126000,42.36452202576463,76.79592719003689,2,126,middle
127000,43.52507819771627,27.82642419305685,2,127,defensive
127000,35.95581082007499,4.334492528585685,2,127,defensive
127000,66.8734279131899,47.3167024098166,2,127,middle
127000,41.91297124082919,118.87952811971233,2,127,attacking
127000,52.409463270702815,92.39791636173624,2,127,attacking
127000,18.072402144554452,58.742988862703164,2,127,middle
127000,28.29894851946753,93.17329792251337,2,127,attacking
127000,77.11064127889941,73.14990698295996,2,127,middle
127000,11.096813717756822,73.81575710779583,2,127,middle
127000,17.07102312754556,52.27414479829338,2,127,middle
127000,43.18043254042988,68.80383409804583,2,127,middle
127000,36.66859303636839,33.7957064380802,2,127,defensive
127000,42.81976975404661,86.43081080737093,2,127,attacking
128000,41.154764996742365,20.44439278009584,2,128,defensive
128000,32.088359830752225,3.2245794081273687,2,128,defensive
128000,63.40134570901392,44.09961697202135,2,128,middle
128000,20.750775465627143,56.42304842754888,2,128,middle
128000,25.34795114570363,19.113959626857067,2,128,defensive
128000,40.7472757406719,117.82408656983844,2,128,attacking
128000,27.61305679505496,89.59685036029519,2,128,attacking
128000,41.07668537573897,65.96379583060221,2,128,middle
128000,50.74117431402708,88.40895650507652,2,128,attacking
128000,10.73501477591532,70.03724839261888,2,128,middle
128000,73.88301002253601,71.51380039130088,2,128,middle
128000,38.86869150964701,83.03615538052844,2,128,attacking
128000,15.482788749603362,49.00919026739837,2,128,middle
129000,35.5637794915868,13.901794652598511,2,129,defensive
129000,59.371597575345504,40.1685950997591,2,129,middle
129000,26.58703740654542,0.9392080788710899,2,129,defensive
129000,49.71178640210813,85.88217162792901,2,129,attacking
129000,10.132965554781645,68.94274859519875,2,129,middle
129000,26.833942627672105,87.50752147594108,2,129,attacking
129000,70.86932216468848,72.76803127012982,2,129,middle
129000,14.37529458803748,50.49210037496721,2,129,middle
129000,40.0257016338989,114.82921024962224,2,129,attacking
129000,33.378291267404016,78.47464894994333,2,129,middle
129000,4.787538305199732,44.1453501025627,2,129,middle
129000,37.90750843008072,63.89428342939084,2,129,middle
130000,29.603152909063503,11.588121819443003,2,130,defensive
130000,55.41162536399934,37.92911076275388,2,130,defensive
130000,9.715938806212113,67.88807182852904,2,130,middle
130000,23.78086656790306,0.192942583985797,2,130,defensive
130000,34.337943199966034,61.026319261633496,2,130,middle
130000,39.575970472939545,114.81063484218215,2,130,attacking
130000,49.921340512545086,83.00741039287767,2,130,attacking
130000,68.44063010083283,76.4165811447283,2,130,middle
130000,23.085918885628992,83.29493720024013,2,130,attacking
130000,29.53248492718224,71.27746427983033,2,130,middle
130000,2.6315845752971985,41.69499376704516,2,130,middle
131000,25.872981453468753,14.851202857754984,2,131,defensive
131000,51.88005920823418,34.28270590140265,2,131,defensive
131000,9.247281336847777,65.87626661915056,2,131,middle
131000,30.959797974029,60.164417641206654,2,131,middle
131000,23.301528793420516,0.12454652867194227,2,131,defensive
131000,39.5842519810844,115.78792935088885,2,131,attacking
131000,66.02809274739906,79.46726061811961,2,131,middle
131000,50.54531620259066,84.20980797690943,2,131,attacking
131000,17.943987730075815,79.12876485674104,2,131,middle
131000,24.60144153329727,62.50174444955903,2,131,middle
132000,22.62670792756493,16.975390470048936,2,132,defensive
132000,48.78374710755027,32.047231019538884,2,132,defensive
132000,67.15267362191118,42.96859764526533,2,132,middle
132000,28.554215134669718,57.18927069125342,2,132,middle
132000,21.48318521127242,55.78865397166145,2,132,middle
132000,63.69644433686349,80.71409255884893,2,132,attacking
132000,39.5842519810844,115.78792935088885,2,132,attacking
132000,9.299249353794247,62.63198838683493,2,132,middle
132000,50.54531620259066,84.20980797690943,2,132,attacking
132000,15.71035935645725,74.88263420297726,2,132,middle
133000,61.34762932745103,34.09151915104539,2,133,defensive
133000,19.615538695586743,16.91171887429229,2,133,defensive
133000,11.95142452771847,62.09296556425034,2,133,middle
133000,46.72881912270575,35.905802127901794,2,133,defensive
133000,39.25021340014645,116.76577595161275,2,133,attacking
133000,61.56032117971992,79.463305467111,2,133,middle
133000,26.245862349135386,59.111587215053554,2,133,middle
133000,50.524164183395406,84.78594767429117,2,133,attacking
133000,19.811296949609826,50.66616322210179,2,133,middle
133000,12.716046055847839,77.99188973432693,2,133,middle
134000,59.18480207893148,29.69050405972888,2,134,defensive
134000,16.766173978048485,18.29128821706381,2,134,defensive
134000,59.7983570931335,74.91993209155055,2,134,middle
134000,45.56489442734471,39.592355844800494,2,134,defensive
134000,25.21284628453241,58.96511086740246,2,134,middle
134000,39.141324438552736,117.76666900004737,2,134,attacking
134000,18.383227205475446,47.572429622055964,2,134,middle
134000,15.684074666217233,62.58904739379052,2,134,middle
134000,50.13950011295677,85.92373239093035,2,134,attacking
135000,15.101675164971729,16.422456738768133,2,135,defensive
135000,61.28900636867005,29.226611004930504,2,135,defensive
135000,38.33492034963575,116.73133355535805,2,135,attacking
135000,57.70487083242485,71.52514995506473,2,135,middle
135000,16.097550928979757,45.985572353539695,2,135,middle
135000,44.83123535450609,43.196421583912965,2,135,middle
135000,23.333920319248588,54.61919636954245,2,135,middle
135000,12.926063948493326,74.02047463791942,2,135,middle
135000,19.454914717677642,62.65828516316341,2,135,middle
135000,49.87255239944951,84.14219028083298,2,135,attacking
